RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
040-002360904,File,Published,036-002360855,EAP310/4/2/49,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 341 TIFF images; 14.4GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000383,,http://eap.bl.uk/database/overview_item.a4d?catId=19820;r=5441,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the biographies of the bKa' brgyud pa hierarchs. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 510 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,49,1650,Thor bu bKa' brgyud gser phreng stod cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360860,File,Published,036-002360855,EAP310/4/2/5,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 290 TIFF images; 12.2GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000357,,http://eap.bl.uk/database/overview_item.a4d?catId=19776;r=31645,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume is the second one of a treatise on the biography of the historical Buddha by gTsang mkhan chen dPal ldan rGya mtsho, who also wrote the biography of Zhabs drung Ngag dbang rNam rgyal. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. The verso of the first folio has also a silk cover. 1 volume containing 290 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.",5,1650,Thor bu Thub dbang rnam thar Kha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360905,File,Published,036-002360855,EAP310/4/2/50,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 318 TIFF images; 13.4GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000384,,http://eap.bl.uk/database/overview_item.a4d?catId=19821;r=16264,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the biographies of the bKa' brgyud pa hierarchs. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 465 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,50,1650,Thor bu bKa' rgyud gser phreng smad cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360906,File,Published,036-002360855,EAP310/4/2/51,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 131 TIFF images; 3.76GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000385,,http://eap.bl.uk/database/overview_item.a4d?catId=19822;r=12637,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the treasure teachings of Rig 'dzin rGod kyi lDem phru can. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 200 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,51,1650,Thor bu rGod ldem gter ma,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360907,File,Published,036-002360855,EAP310/4/2/52,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 296 TIFF images; 12.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000386,,http://eap.bl.uk/database/overview_item.a4d?catId=19823;r=14232,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the treasure texts including Bla ma'I thugs sgrub and 'Chi med klong gsal rdo rje'i srog sgrub. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 340 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,52,1650,Thor bu Bla ma'i thugs sgrub sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360908,File,Published,036-002360855,EAP310/4/2/53,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 186 TIFF images; 7.85GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000387,,http://eap.bl.uk/database/overview_item.a4d?catId=19824;r=14852,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the treasure texts including the treasures of one Gu ru a nan ta and Rig 'dzin rGod ldem. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 360 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,53,1650,Thor bu Gu ru a nan ta'i gter ma sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360909,File,Published,036-002360855,EAP310/4/2/54,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 130 TIFF images; 3.67GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000388,,http://eap.bl.uk/database/overview_item.a4d?catId=19825;r=14132,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the treasure cycle of rDzogs chen yang tig nag po discovered by Dung mtsho ras pa from the lake Mandal Nag po in Dvags po. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 190 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,54,1650,Thor bu rDzogs chen yang tig nag po,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360910,File,Published,036-002360855,EAP310/4/2/55,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 190 TIFF images; 5.38GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000389,,http://eap.bl.uk/database/overview_item.a4d?catId=19826;r=24326,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the treasure cycle of rTa mgrin dpa' bo gcig pa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 280 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,55,1650,Thor bu rTa mgrin dpa' bo gcig pa'i sgrub thabs sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360911,File,Published,036-002360855,EAP310/4/2/56,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 250 TIFF images; 10.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00038a,,http://eap.bl.uk/database/overview_item.a4d?catId=19827;r=8703,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the treasure cycle of rTa mgrin dpa' bo gcig pa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 375 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,56,1650,Thor bu gDan dus thun mong gyi rtsis sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360912,File,Published,036-002360855,EAP310/4/2/57,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 144 TIFF images; 4.07GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00038b,,http://eap.bl.uk/database/overview_item.a4d?catId=19828;r=25791,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the text gSang ba sbas ston gyi chos sde. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 230 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,57,1650,Thor bu gSang ba sbas ston gyi chos sde,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360913,File,Published,036-002360855,EAP310/4/2/58,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 260 TIFF images; 7.36GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00038c,,http://eap.bl.uk/database/overview_item.a4d?catId=19829;r=16353,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the text gSang ba sbas ston gyi chos sde. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 390 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,58,1650,Thor bu gSang ba sbas ston gyi chos sde,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360914,File,Published,036-002360855,EAP310/4/2/59,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 256 TIFF images; 7.25GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00038d,,http://eap.bl.uk/database/overview_item.a4d?catId=19830;r=14333,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains teachings from Zab chos mkha' 'gro snying thig gi chos sde. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 450 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,59,1650,Thor bu Zab chos mkha' snying thig gi chos sde,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360861,File,Published,036-002360855,EAP310/4/2/6,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 593 TIFF images; 23.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000358,,http://eap.bl.uk/database/overview_item.a4d?catId=19777;r=30380,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the Diamond Sutra in multiple copies. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing 593 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,6,1650,Thor bu rDo rje gcod pa,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360915,File,Published,036-002360855,EAP310/4/2/60,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 256 TIFF images; 10.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00038e,,http://eap.bl.uk/database/overview_item.a4d?catId=19831;r=5311,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the texts from the dGongs 'dus cycle. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 500 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu med script.,60,1650,Thor bu dGongs 'dus rtsod spong lung gi bang-mdzod,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360916,File,Published,036-002360855,EAP310/4/2/61,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 174 TIFF images; 4.9GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00038f,,http://eap.bl.uk/database/overview_item.a4d?catId=19832;r=18176,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volume contains the texts from Tshe khrid rdo rje phreng ba cycle of Padma Gling pa. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 174 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.,61,1650,Thor bu Tshe khrid rdo rje phreng ba'i chos skor,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360917,File,Published,036-002360855,EAP310/4/2/62,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 130 TIFF images; 3.68GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000390,,http://eap.bl.uk/database/overview_item.a4d?catId=19833;r=2620,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the texts including supplication to the Buddha and sixteen arhats, Thogs med bZang po's commentary on Blo sbyong don bdun ma, etc. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 260 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.",62,1650,Thor bu gNas brtan gsol 'debs sogs,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360918,File,Published,036-002360855,EAP310/4/2/63,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 168 TIFF images; 4.75GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000391,,http://eap.bl.uk/database/overview_item.a4d?catId=19834;r=4204,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the texts including Dus bstan pa'I las byang, Thugs rje chen po yang tig 'dus pa'I las byang, etc. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. Black ink is used to write this book. 1 volume containing about 330 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NoneScript(s) of material: Tibetan dBu can script.",63,1650,Thor bu Dus bstan pa'I me long sogs,,,,"Bhutan, Asia, Unspecified",,,,,
